pal_index,pal_name,pal_description,is_boss,is_tower_boss,element_1,element_2,item_drop_1,item_drop_2,partner_skill_title,partner_skill_description,work_suitability,stats_hp,stats_melee_attack,stats_shot_attack,stats_defense,stats_support,stats_stamina,stats_walk_speed,stats_run_speed,stats_ride_sprint_speed,stats_food_amount,stats_rarity,stats_price,male_probability,combi_rank,active_skills
-1,Steed of Darkness Pyrin Noct,Missing...,True,False,Fire,Dark,"{'drop_rate': 100, 'min_drop': 2, 'max_drop': 3, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 4, 'max_drop': 5, 'item_name': 'FireOrgan'}","Can be ridden. Applies Dark damage
to the player's attacks while mounted.","Can be ridden. Applies Dark damage
to the player's attacks while mounted.","Emit Flame(Lv.2), Deforest(Lv.1)",100,110,95,90,100,100,150,850,1400,5,7,7270,50,240,Ignis Blast (Lv.1 | Pwr.30 | CD.2s) | Shadow Burst (Lv.7 | Pwr.55 | CD.10s) | Ignis Breath (Lv.15 | Pwr.70 | CD.15s) | Spirit Flame (Lv.22 | Pwr.75 | CD.16s) | Dark Charge (Lv.30 | Pwr.85 | CD.14s) | Ignis Rage (Lv.40 | Pwr.120 | CD.40s) | Dark Laser (Lv.50 | Pwr.150 | CD.55s)
-1,Chief of the Herd Rooby,Missing...,True,False,Fire,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 3, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 2, 'max_drop': 3, 'item_name': 'FireOrgan'}","While in team, increases attack power of Fire Pals.","While in team, increases attack power of Fire Pals.",Emit Flame(Lv.1),75,100,70,75,100,100,100,400,550,3,2,2950,50,1155,
-1,Blazing Brute Arsox,Missing...,True,False,Fire,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 3, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Horn'}",Can be ridden. Keeps the rider warm in cold environments.,Can be ridden. Keeps the rider warm in cold environments.,"Emit Flame(Lv.2), Deforest(Lv.1)",85,100,95,95,100,100,87,600,900,5,4,3520,50,790,Ignis Blast (Lv.1 | Pwr.30 | CD.2s) | Blazing Horn (Lv.7 | Pwr.50 | CD.9s) | Spirit Fire (Lv.15 | Pwr.45 | CD.7s) | Flare Arrow (Lv.22 | Pwr.55 | CD.10s) | Ignis Breath (Lv.30 | Pwr.70 | CD.15s) | Ignis Rage (Lv.40 | Pwr.120 | CD.40s) | Fire Ball (Lv.50 | Pwr.150 | CD.55s)
-1,Drifting Cloud Fenglope,Missing...,True,False,Neutral,,"{'drop_rate': 100, 'min_drop': 2, 'max_drop': 3, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 3, 'max_drop': 3, 'item_name': 'Leather'}",Can be ridden. Can double jump while mounted.,Can be ridden. Can double jump while mounted.,Deforest(Lv.2),110,110,110,90,100,100,100,750,1150,6,3,2250,50,980,Air Cannon (Lv.1 | Pwr.25 | CD.2s) | Aqua Gun (Lv.7 | Pwr.40 | CD.4s) | Cloud Tempest (Lv.15 | Pwr.90 | CD.15s) | Acid Rain (Lv.22 | Pwr.80 | CD.18s) | Aqua Burst (Lv.30 | Pwr.100 | CD.30s) | Blizzard Spike (Lv.40 | Pwr.130 | CD.45s) | Pal Blast (Lv.50 | Pwr.150 | CD.55s)
-1,Guardian of Lightning Dinossom Lux,Missing...,True,False,Electric,Dragon,"{'drop_rate': 100, 'min_drop': 2, 'max_drop': 4, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 50, 'min_drop': 1, 'max_drop': 2, 'item_name': 'TomatoSeeds'}",Can be ridden. Enhances Electric attacks while mounted.,Can be ridden. Enhances Electric attacks while mounted.,"Generate Electricity(Lv.2), Deforest(Lv.2)",110,90,90,90,150,100,120,550,800,6,7,3380,50,810,Shockwave (Lv.1 | Pwr.40 | CD.4s) | Plasma Tornado (Lv.7 | Pwr.65 | CD.13s) | Botanical Smash (Lv.15 | Pwr.60 | CD.8s) | Draconic Breath (Lv.22 | Pwr.70 | CD.15s) | Tri-Lightning (Lv.30 | Pwr.90 | CD.22s) | Lightning Strike (Lv.40 | Pwr.120 | CD.40s) | Lightning Bolt (Lv.50 | Pwr.150 | CD.55s)
-1,Messenger of Death Maraith,Missing...,True,False,Dark,,"{'drop_rate': 100, 'min_drop': 2, 'max_drop': 4, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'Bone'}","Can be ridden. Applies Dark damage
to the player's attacks while mounted.","Can be ridden. Applies Dark damage
to the player's attacks while mounted.","Collection(Lv.2), Mining(Lv.1)",75,50,105,80,100,100,160,600,900,3,6,1570,50,1150,Ignis Blast (Lv.1 | Pwr.30 | CD.2s) | Dark Ball (Lv.7 | Pwr.40 | CD.4s) | Flare Arrow (Lv.15 | Pwr.55 | CD.10s) | Shadow Burst (Lv.22 | Pwr.55 | CD.10s) | Spirit Flame (Lv.30 | Pwr.75 | CD.16s) | Nightmare Ball (Lv.40 | Pwr.100 | CD.30s) | Dark Laser (Lv.50 | Pwr.150 | CD.55s)
-1,Guardian of Blossoming Gardens Dinossom,Missing...,True,False,Grass,Dragon,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 3, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 50, 'min_drop': 1, 'max_drop': 2, 'item_name': 'WheatSeeds'}",Can be ridden. Enhances Grass attacks while mounted.,Can be ridden. Enhances Grass attacks while mounted.,"Seeding(Lv.2), Deforest(Lv.2)",110,90,85,90,150,100,120,550,800,6,6,3240,50,820,Wind Cutter (Lv.1 | Pwr.30 | CD.2s) | Botanical Smash (Lv.7 | Pwr.60 | CD.8s) | Dragon Burst (Lv.15 | Pwr.55 | CD.10s) | Seed Mine (Lv.22 | Pwr.65 | CD.13s) | Draconic Breath (Lv.30 | Pwr.70 | CD.15s) | Spine Vine (Lv.40 | Pwr.95 | CD.25s) | Solar Blast (Lv.50 | Pwr.150 | CD.55s)
-1,Hunter of the Steppe Direhowl,Missing...,True,False,Neutral,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'Leather'}",Can be ridden. Moves slightly faster than most mounts.,Can be ridden. Moves slightly faster than most mounts.,Collection(Lv.1),80,110,90,75,100,70,180,800,1050,3,2,1920,50,1060,Fierce Fang (Lv.1 | Pwr.45 | CD.2s) | Sand Blast (Lv.7 | Pwr.40 | CD.4s) | Air Cannon (Lv.15 | Pwr.25 | CD.2s) | Power Shot (Lv.22 | Pwr.35 | CD.4s) | Ignis Blast (Lv.30 | Pwr.30 | CD.2s) | Power Bomb (Lv.40 | Pwr.70 | CD.15s) | Pal Blast (Lv.50 | Pwr.150 | CD.55s)
-1,Adorable Watering Can Teafant,Missing...,True,False,Water,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'PalFluid'}","When activated, spouts mysterious water that soothes wounds and restores the player's HP.","When activated, spouts mysterious water that soothes wounds and restores the player's HP.",Watering(Lv.1),70,70,60,70,100,100,60,300,400,2,1,1000,50,1490,Aqua Gun (Lv.1 | Pwr.40 | CD.4s) | Hydro Jet (Lv.7 | Pwr.30 | CD.2s) | Sand Blast (Lv.15 | Pwr.40 | CD.4s) | Bubble Blast (Lv.22 | Pwr.65 | CD.13s) | Acid Rain (Lv.30 | Pwr.80 | CD.18s) | Aqua Burst (Lv.40 | Pwr.100 | CD.30s) | Hydro Laser (Lv.50 | Pwr.150 | CD.55s)
-1,Azure Fluff Commander Ice Kingpaca,Missing...,True,False,Ice,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 3, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 5, 'max_drop': 5, 'item_name': 'Wool'}","Can be ridden. While in team, Ice Kingpaca helps carry supplies,
increasing the player's max carrying capacity.","Can be ridden. While in team, Ice Kingpaca helps carry supplies,
increasing the player's max carrying capacity.","Collection(Lv.1), Cool(Lv.3)",120,100,85,90,100,100,80,500,800,7,9,6100,90,440,Ice Missile (Lv.1 | Pwr.30 | CD.3s) | Icicle Cutter (Lv.7 | Pwr.55 | CD.10s) | Iceberg (Lv.15 | Pwr.70 | CD.15s) | Kingly Slam (Lv.22 | Pwr.100 | CD.21s) | Cryst Breath (Lv.30 | Pwr.90 | CD.22s) | Aqua Burst (Lv.40 | Pwr.100 | CD.30s) | Blizzard Spike (Lv.50 | Pwr.130 | CD.45s)
-1,Soaring Skyfish Celaray,Missing...,True,False,Water,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'PalFluid'}","While in team, can be summoned and used instead of a glider. Allows you to move quickly for long periods of time while gliding with this Pal.","While in team, can be summoned and used instead of a glider. Allows you to move quickly for long periods of time while gliding with this Pal.","Watering(Lv.1), Transport(Lv.1)",80,100,70,80,100,100,150,550,700,3,3,2860,50,870,Hydro Jet (Lv.1 | Pwr.30 | CD.2s) | Aqua Gun (Lv.7 | Pwr.40 | CD.4s) | Power Shot (Lv.15 | Pwr.35 | CD.4s) | Bubble Blast (Lv.22 | Pwr.65 | CD.13s) | Seed Machine Gun (Lv.30 | Pwr.50 | CD.9s) | Aqua Burst (Lv.40 | Pwr.100 | CD.30s) | Hydro Laser (Lv.50 | Pwr.150 | CD.55s)
-1,Star of the Flower Beds Flopie,Missing...,True,False,Grass,,"{'drop_rate': 100, 'min_drop': 2, 'max_drop': 4, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 20, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Herbs'}","While in team, appears near the player. Automatically picks up nearby items.","While in team, appears near the player. Automatically picks up nearby items.","Seeding(Lv.1), Handcraft(Lv.1), Collection(Lv.1), Product Medicine(Lv.1), Transport(Lv.1)",75,100,65,70,100,100,100,400,550,3,1,1220,50,1280,Wind Cutter (Lv.1 | Pwr.30 | CD.2s) | Air Cannon (Lv.7 | Pwr.25 | CD.2s) | Hydro Jet (Lv.15 | Pwr.30 | CD.2s) | Seed Machine Gun (Lv.22 | Pwr.50 | CD.9s) | Bubble Blast (Lv.30 | Pwr.65 | CD.13s) | Grass Tornado (Lv.40 | Pwr.80 | CD.18s) | Solar Blast (Lv.50 | Pwr.150 | CD.55s)
-1,Lady of the Garden Petallia,Missing...,True,False,Grass,,"{'drop_rate': 100, 'min_drop': 2, 'max_drop': 4, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 2, 'max_drop': 3, 'item_name': 'Poppy'}","When activated, uses medicinal flowers to restore the player's HP.","When activated, uses medicinal flowers to restore the player's HP.","Seeding(Lv.3), Handcraft(Lv.2), Collection(Lv.2), Product Medicine(Lv.2), Transport(Lv.1)",100,100,95,100,100,100,150,550,700,3,8,3590,50,780,Wind Cutter (Lv.1 | Pwr.30 | CD.2s) | Aqua Gun (Lv.7 | Pwr.40 | CD.4s) | Seed Machine Gun (Lv.15 | Pwr.50 | CD.9s) | Bubble Blast (Lv.22 | Pwr.65 | CD.13s) | Grass Tornado (Lv.30 | Pwr.80 | CD.18s) | Spine Vine (Lv.40 | Pwr.95 | CD.25s) | Solar Blast (Lv.50 | Pwr.150 | CD.55s)
-1,Fire Licked Furball Wixen,Missing...,True,False,Fire,,"{'drop_rate': 100, 'min_drop': 4, 'max_drop': 6, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'FireOrgan'}","When fighting together, applies Fire damage to the player's attacks.","When fighting together, applies Fire damage to the player's attacks.","Emit Flame(Lv.2), Handcraft(Lv.3), Transport(Lv.2)",90,50,110,80,120,100,145,440,620,5,6,1540,50,1160,Ignis Blast (Lv.1 | Pwr.30 | CD.2s) | Spirit Fire (Lv.7 | Pwr.45 | CD.7s) | Flare Arrow (Lv.15 | Pwr.55 | CD.10s) | Spirit Flame (Lv.22 | Pwr.75 | CD.16s) | Flare Storm (Lv.30 | Pwr.80 | CD.18s) | Fire Ball (Lv.40 | Pwr.150 | CD.55s) | Dragon Meteor (Lv.50 | Pwr.150 | CD.55s)
1,Lamball,"A walk up a hill tends to end with this Pal tumbling back down. This causes it to become dizzy and unable to move, making it easy to capture and kill.
As a result, this Pal has tumbled down to the very bottom of the food chain itself.",False,False,Neutral,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 3, 'item_name': 'Wool'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Meat_SheepBall'}",Fluffy Shield,"When activated, equips to the player and becomes a shield. Sometimes drops Wool when assigned to
Ranch.","Handcraft(Lv.1), Transport(Lv.1), Monster Farm(Lv.1)",70,70,70,70,100,100,40,400,550,2,1,1000,50,1470,Roly Poly (Lv.1 | Pwr.35 | CD.1s) | Air Cannon (Lv.7 | Pwr.25 | CD.2s) | Power Shot (Lv.15 | Pwr.35 | CD.4s) | Implode (Lv.22 | Pwr.180 | CD.55s) | Electric Ball (Lv.30 | Pwr.50 | CD.9s) | Power Bomb (Lv.40 | Pwr.70 | CD.15s) | Pal Blast (Lv.50 | Pwr.150 | CD.55s)
2,Cattiva,"At a glance it appears full of confidence, but it is in fact weak and cowardly. Being toyed with by a Cattiva
is in many ways the greatest of disgraces.",False,False,Neutral,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Berries'}",,Cat Helper,"While in team, Cattiva helps carry supplies, increasing the player's max carrying capacity.","Handcraft(Lv.1), Collection(Lv.1), Mining(Lv.1), Transport(Lv.1)",70,70,70,70,100,100,60,400,550,2,1,1000,50,1460,Punch Flurry (Lv.1 | Pwr.40 | CD.1s) | Air Cannon (Lv.7 | Pwr.25 | CD.2s) | Sand Blast (Lv.15 | Pwr.40 | CD.4s) | Power Shot (Lv.22 | Pwr.35 | CD.4s) | Wind Cutter (Lv.30 | Pwr.30 | CD.2s) | Seed Machine Gun (Lv.40 | Pwr.50 | CD.9s) | Pal Blast (Lv.50 | Pwr.150 | CD.55s)
3,Chikipi,"Extremely weak and far too delicious. It is one of the weakest Pals alongside Lamball.
No matter how many are hunted, they just keep appearing.",False,False,Neutral,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Egg'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Meat_ChickenPal'}",Egg Layer,Sometimes lays an Egg when assigned to Ranch.,"Collection(Lv.1), Monster Farm(Lv.1)",60,70,60,60,70,100,50,375,550,1,1,1000,50,1500,Chicken Rush (Lv.1 | Pwr.30 | CD.1s) | Air Cannon (Lv.7 | Pwr.25 | CD.2s) | Power Shot (Lv.15 | Pwr.35 | CD.4s) | Implode (Lv.22 | Pwr.180 | CD.55s) | Grass Tornado (Lv.30 | Pwr.80 | CD.18s) | Sand Tornado (Lv.40 | Pwr.80 | CD.18s) | Flare Storm (Lv.50 | Pwr.80 | CD.18s)
4,Lifmunk,"Intelligent as a five to seven-year-old human child. It makes a wonderful partner, but there have been more than a few cases
where they've killed their master after learning to use weapons.",False,False,Grass,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'BerrySeeds'}","{'drop_rate': 20, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Herbs'}",Lifmunk Recoil,"When activated, leaps onto the player's head and uses a submachine gun to follows up player attacks.","Seeding(Lv.1), Handcraft(Lv.1), Collection(Lv.1), Deforest(Lv.1), Product Medicine(Lv.1)",75,70,70,70,100,100,40,400,550,1,1,1010,50,1430,Wind Cutter (Lv.1 | Pwr.30 | CD.2s) | Air Cannon (Lv.7 | Pwr.25 | CD.2s) | Power Shot (Lv.15 | Pwr.35 | CD.4s) | Seed Machine Gun (Lv.22 | Pwr.50 | CD.9s) | Power Bomb (Lv.30 | Pwr.70 | CD.15s) | Spine Vine (Lv.40 | Pwr.95 | CD.25s) | Solar Blast (Lv.50 | Pwr.150 | CD.55s)
5,Foxparks,"It is unskilled at controlling fire from the moment it is born and tends to choke on the flames it breathes unintentionally.
Foxparks sneezes are one of the leading causes of forest fires.",False,False,Fire,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Leather'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'FireOrgan'}",Huggy Fire,"When activated, equips to the player and transforms into a flamethrower.",Emit Flame(Lv.1),65,70,75,70,100,100,80,400,550,2,1,1040,50,1400,Ignis Blast (Lv.1 | Pwr.30 | CD.2s) | Sand Blast (Lv.7 | Pwr.40 | CD.4s) | Spirit Fire (Lv.15 | Pwr.45 | CD.7s) | Flare Arrow (Lv.22 | Pwr.55 | CD.10s) | Ignis Breath (Lv.30 | Pwr.70 | CD.15s) | Spirit Flame (Lv.40 | Pwr.75 | CD.16s) | Fire Ball (Lv.50 | Pwr.150 | CD.55s)
6,Fuack,"Using its own body water, this Pal can create waves anywhere. It body surfs when in a hurry, but the resulting speed often ends in a fatal collision.",False,False,Water,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Leather'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'PalFluid'}",Surfing Slam,"When activated, Fuack body surfs towards an enemy and slams into them.","Watering(Lv.1), Handcraft(Lv.1), Transport(Lv.1)",60,80,80,60,100,100,105,300,400,2,1,1120,50,1330,Aqua Gun (Lv.1 | Pwr.40 | CD.4s) | Power Shot (Lv.7 | Pwr.35 | CD.4s) | Hydro Jet (Lv.15 | Pwr.30 | CD.2s) | Ice Missile (Lv.22 | Pwr.30 | CD.3s) | Bubble Blast (Lv.30 | Pwr.65 | CD.13s) | Aqua Burst (Lv.40 | Pwr.100 | CD.30s) | Hydro Laser (Lv.50 | Pwr.150 | CD.55s)
7,Sparkit,"During the dry season, this Pal is always on the verge of blowing a fuse.
Sparks can fly with even the slightest provocation,
even amongst allies.",False,False,Electric,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'ElectricOrgan'}",,Static Electricity,"While in team, increases attack power of Electric Pals.","Generate Electricity(Lv.1), Handcraft(Lv.1), Transport(Lv.1)",60,60,75,70,80,100,80,350,500,2,1,1030,50,1410,Spark Blast (Lv.1 | Pwr.30 | CD.2s) | Sand Blast (Lv.7 | Pwr.40 | CD.4s) | Shockwave (Lv.15 | Pwr.40 | CD.4s) | Electric Ball (Lv.22 | Pwr.50 | CD.9s) | Tri-Lightning (Lv.30 | Pwr.90 | CD.22s) | Lightning Streak (Lv.40 | Pwr.75 | CD.16s) | Lightning Bolt (Lv.50 | Pwr.150 | CD.55s)
8,Tanzee,"Long ago, this Pal used long objects like tree branches as weapons. After coming into contact with humans, however,
it found something slightly more effective: guns.",False,False,Grass,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Mushroom'}",,Cheery Rifle,"When activated, Tanzee will mercilessly fire an assault rifle at nearby enemies.","Seeding(Lv.1), Handcraft(Lv.1), Collection(Lv.1), Deforest(Lv.1), Transport(Lv.1)",80,100,70,70,100,100,48,300,400,2,1,1280,50,1250,Wind Cutter (Lv.1 | Pwr.30 | CD.2s) | Sand Blast (Lv.7 | Pwr.40 | CD.4s) | Seed Machine Gun (Lv.15 | Pwr.50 | CD.9s) | Seed Mine (Lv.22 | Pwr.65 | CD.13s) | Stone Cannon (Lv.30 | Pwr.70 | CD.15s) | Grass Tornado (Lv.40 | Pwr.80 | CD.18s) | Solar Blast (Lv.50 | Pwr.150 | CD.55s)
9,Rooby,"Wild Rooby surprisingly never get sick. Eating one piece of charcoal a day, made by burning a branch,
is the secret to its eternal health.",False,False,Fire,,"{'drop_rate': 100, 'min_drop': 2, 'max_drop': 3, 'item_name': 'FireOrgan'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Leather'}",Tiny Spark,"While in team, increases attack power of Fire Pals.",Emit Flame(Lv.1),75,100,70,75,100,100,100,400,550,3,2,2950,50,1155,Ignis Blast (Lv.1 | Pwr.30 | CD.2s) | Power Shot (Lv.7 | Pwr.35 | CD.4s) | Spirit Fire (Lv.15 | Pwr.45 | CD.7s) | Flare Arrow (Lv.22 | Pwr.55 | CD.10s) | Flare Storm (Lv.30 | Pwr.80 | CD.18s) | Ignis Rage (Lv.40 | Pwr.120 | CD.40s) | Fire Ball (Lv.50 | Pwr.150 | CD.55s)
10,Pengullet,"The feathers of this Pal have all but disappeared, but sadly, its desire to fly has remained as strong as ever.
Even now, it tries to fly again in any way it can.",False,False,Water,Ice,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'IceOrgan'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'PalFluid'}",Pengullet Cannon,"When activated, the player equips a Rocket Launcher and fires Pengullet as ammunition.
Pengullet explodes on contact and is incapacitated.","Watering(Lv.1), Handcraft(Lv.1), Cool(Lv.1), Transport(Lv.1)",70,70,75,70,100,100,60,500,650,2,1,1080,50,1350,Ice Missile (Lv.1 | Pwr.30 | CD.3s) | Hydro Jet (Lv.7 | Pwr.30 | CD.2s) | Aqua Gun (Lv.15 | Pwr.40 | CD.4s) | Icicle Cutter (Lv.22 | Pwr.55 | CD.10s) | Iceberg (Lv.30 | Pwr.70 | CD.15s) | Blizzard Spike (Lv.40 | Pwr.130 | CD.45s) | Hydro Laser (Lv.50 | Pwr.150 | CD.55s)
11,Penking,"Surprisingly, it is unrelated to Pengullet. Ever wanting to be the center of attention, this Pal will strut its stuff for any onlookers.",False,False,Water,Ice,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 3, 'item_name': 'IceOrgan'}","{'drop_rate': 50, 'min_drop': 1, 'max_drop': 1, 'item_name': 'PalItem_CaptainPenguin'}",Brave Sailor,"While fighting together, Fire Pals drop more items when defeated.","Watering(Lv.2), Handcraft(Lv.2), Mining(Lv.2), Cool(Lv.2), Transport(Lv.2)",95,70,95,95,100,100,110,450,600,8,6,5410,50,520,Aqua Gun (Lv.1 | Pwr.40 | CD.4s) | Iceberg (Lv.7 | Pwr.70 | CD.15s) | Emperor Slide (Lv.15 | Pwr.70 | CD.10s) | Cryst Breath (Lv.22 | Pwr.90 | CD.22s) | Aqua Burst (Lv.30 | Pwr.100 | CD.30s) | Blizzard Spike (Lv.40 | Pwr.130 | CD.45s) | Hydro Laser (Lv.50 | Pwr.150 | CD.55s)
12,Jolthog,"Releases the electricity stored in its body when under attack, producing a shock that can be over 10 million volts.
If thrown, it can even be more lethal than any conventional heavy weaponry.",False,False,Electric,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'ElectricOrgan'}",,Jolt Bomb,"When activated, equips Jolthog to the player's hand. When thrown at an enemy, causes an electrical explosion upon impact.",Generate Electricity(Lv.1),70,70,75,70,100,100,60,400,550,2,1,1060,50,1370,Shockwave (Lv.1 | Pwr.40 | CD.4s) | Power Shot (Lv.7 | Pwr.35 | CD.4s) | Electric Ball (Lv.15 | Pwr.50 | CD.9s) | Power Bomb (Lv.22 | Pwr.70 | CD.15s) | Tri-Lightning (Lv.30 | Pwr.90 | CD.22s) | Lightning Streak (Lv.40 | Pwr.75 | CD.16s) | Lightning Bolt (Lv.50 | Pwr.150 | CD.55s)
13,Gumoss,"A strange Pal with a body resembling tree sap. It gradually loses strength if it has nothing to cover
its body with, eventually rotting away.",False,False,Grass,Ground,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'BerrySeeds'}","{'drop_rate': 50, 'min_drop': 1, 'max_drop': 1, 'item_name': 'PalItem_PlantSlime'}",Logging Assistance,"While in team, improves efficiency of cutting trees.",Seeding(Lv.1),70,100,70,70,100,100,50,300,400,1,1,1310,50,1240,Sand Blast (Lv.1 | Pwr.40 | CD.4s) | Wind Cutter (Lv.7 | Pwr.30 | CD.2s) | Stone Blast (Lv.15 | Pwr.55 | CD.10s) | Seed Machine Gun (Lv.22 | Pwr.50 | CD.9s) | Seed Mine (Lv.30 | Pwr.65 | CD.13s) | Sand Tornado (Lv.40 | Pwr.80 | CD.18s) | Solar Blast (Lv.50 | Pwr.150 | CD.55s)
14,Vixy,"The idol of Palpagos Island. If you bully a Vixy,
you best be prepared to become enemies with the whole world.",False,False,Neutral,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Leather'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Bone'}",Dig Here!,Sometimes digs up items from the ground when assigned to Ranch.,"Collection(Lv.1), Monster Farm(Lv.1)",70,70,70,70,140,100,60,350,450,1,2,1000,50,1450,Air Cannon (Lv.1 | Pwr.25 | CD.2s) | Sand Blast (Lv.7 | Pwr.40 | CD.4s) | Power Shot (Lv.15 | Pwr.35 | CD.4s) | Wind Cutter (Lv.22 | Pwr.30 | CD.2s) | Seed Machine Gun (Lv.30 | Pwr.50 | CD.9s) | Power Bomb (Lv.40 | Pwr.70 | CD.15s) | Pal Blast (Lv.50 | Pwr.150 | CD.55s)
15,Hoocrates,"Often lost in thought, it sometimes finds it difficult to sleep.
|I think, therefore I am.|",False,False,Dark,,"{'drop_rate': 100, 'min_drop': 5, 'max_drop': 10, 'item_name': 'Fiber'}","{'drop_rate': 1, 'min_drop': 1, 'max_drop': 1, 'item_name': 'TechnologyBook_G1'}",Dark Knowledge,"While in team, increases attack power of Dark Pals.",Collection(Lv.1),70,70,70,80,100,100,70,380,550,3,1,1050,50,1390,Air Cannon (Lv.1 | Pwr.25 | CD.2s) | Dark Ball (Lv.7 | Pwr.40 | CD.4s) | Shadow Burst (Lv.15 | Pwr.55 | CD.10s) | Sand Tornado (Lv.22 | Pwr.80 | CD.18s) | Spirit Flame (Lv.30 | Pwr.75 | CD.16s) | Nightmare Ball (Lv.40 | Pwr.100 | CD.30s) | Dark Laser (Lv.50 | Pwr.150 | CD.55s)
16,Teafant,"Large amounts of water pour from what is thought to be its nose, though some say that it is, in fact, just snot.
This has sparked a fierce debate among Pal scholars.",False,False,Water,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'PalFluid'}",,Soothing Shower,"When activated, spouts mysterious water that soothes wounds and restores the player's HP.",Watering(Lv.1),70,70,60,70,100,100,60,300,400,2,1,1000,50,1490,Aqua Gun (Lv.1 | Pwr.40 | CD.4s) | Hydro Jet (Lv.7 | Pwr.30 | CD.2s) | Sand Blast (Lv.15 | Pwr.40 | CD.4s) | Bubble Blast (Lv.22 | Pwr.65 | CD.13s) | Acid Rain (Lv.30 | Pwr.80 | CD.18s) | Aqua Burst (Lv.40 | Pwr.100 | CD.30s) | Hydro Laser (Lv.50 | Pwr.150 | CD.55s)
