Child,Parent1,Parent2
Petallia,Herbil,Frostallion Noct
Petallia,Mau Cryst,Frostallion
Petallia,Lifmunk,Cryolinx
Petallia,Lifmunk,Frostallion
Petallia,Hangyu Cryst,Orserk
Petallia,Hangyu Cryst,Cryolinx
Petallia,Hangyu Cryst,Frostallion
Petallia,Hangyu,Orserk
Petallia,Hangyu,Cryolinx
Petallia,Sparkit,Astegon
Petallia,Sparkit,Orserk
Petallia,Flambelle,Cryolinx Terra
Petallia,Flambelle,Astegon
Petallia,Flambelle,Orserk
Petallia,Foxparks,Cryolinx Terra
Petallia,Foxparks,Astegon
Petallia,Jellroy,Bastigor
Petallia,Jellroy,Cryolinx Terra
Petallia,Jellroy,Astegon
Petallia,Hoocrates,Bastigor
Petallia,Hoocrates,Cryolinx Terra
Petallia,Jelliette,Helzephyr Lux
Petallia,Jelliette,Bastigor
Petallia,Jelliette,Cryolinx Terra
Petallia,Depresso,Helzephyr Lux
Petallia,Depresso,Bastigor
Petallia,Jolthog,Helzephyr
Petallia,Jolthog,Helzephyr Lux
Petallia,Jolthog Cryst,Grizzbolt
Petallia,Jolthog Cryst,Helzephyr
Petallia,Pengullet,Silvegis
Petallia,Pengullet,Lyleen Noct
Petallia,Pengullet,Grizzbolt
Petallia,Tocotoco,Beakon
Petallia,Tocotoco,Silvegis
Petallia,Tocotoco,Lyleen Noct
Petallia,Munchill,Reptyro Cryst
Petallia,Munchill,Beakon
Petallia,Munchill,Silvegis
Petallia,Munchill,Lyleen Noct
Petallia,Fuack,Reptyro Cryst
Petallia,Fuack,Beakon
Petallia,Fuack,Silvegis
Petallia,Bristla,Faleris Aqua
Petallia,Bristla,Pyrin Noct
Petallia,Bristla,Reptyro Cryst
Petallia,Pengullet Lux,Lyleen
Petallia,Pengullet Lux,Menasting Terra
Petallia,Pengullet Lux,Faleris Aqua
Petallia,Pengullet Lux,Pyrin Noct
Petallia,Ribbuny,Lyleen
Petallia,Ribbuny,Menasting Terra
Petallia,Ribbuny,Faleris Aqua
Petallia,Ribbuny,Pyrin Noct
Petallia,Foxparks Cryst,Menasting
Petallia,Foxparks Cryst,Lyleen
Petallia,Foxparks Cryst,Menasting Terra
Petallia,Foxparks Cryst,Faleris Aqua
Petallia,Foxparks Cryst,Pyrin Noct
Petallia,Swee,Knocklem
Petallia,Swee,Xenolord
Petallia,Swee,Menasting
Petallia,Swee,Lyleen
Petallia,Swee,Menasting Terra
Petallia,Swee,Faleris Aqua
Petallia,Finsider,Relaxaurus Lux
Petallia,Finsider,Knocklem
Petallia,Finsider,Xenolord
Petallia,Finsider,Menasting
Petallia,Finsider,Lyleen
Petallia,Finsider,Menasting Terra
Petallia,Fuack Ignis,Warsect Terra
Petallia,Fuack Ignis,Relaxaurus Lux
Petallia,Fuack Ignis,Knocklem
Petallia,Fuack Ignis,Xenolord
Petallia,Fuack Ignis,Menasting
Petallia,Killamari,Warsect Terra
Petallia,Killamari,Relaxaurus Lux
Petallia,Killamari,Knocklem
Petallia,Killamari,Xenolord
Petallia,Killamari,Menasting
Petallia,Flopie,Relaxaurus
Petallia,Flopie,Warsect Terra
Petallia,Flopie,Relaxaurus Lux
Petallia,Flopie,Knocklem
Petallia,Flopie,Xenolord
Petallia,Kelpsea Ignis,Mammorest Cryst
Petallia,Kelpsea Ignis,Relaxaurus
Petallia,Kelpsea Ignis,Warsect Terra
Petallia,Kelpsea,Mammorest
Petallia,Kelpsea,Mammorest Cryst
Petallia,Finsider Ignis,Jormuntide
Petallia,Finsider Ignis,Mammorest
Petallia,Finsider Ignis,Mammorest Cryst
Petallia,Killamari Primo,Jormuntide Ignis
Petallia,Killamari Primo,Jormuntide
Petallia,Killamari Primo,Mammorest
Petallia,Tanzee,Jormuntide Ignis
Petallia,Tanzee,Jormuntide
Petallia,Tanzee,Mammorest
Petallia,Smokie,Reptyro
Petallia,Smokie,Jormuntide Ignis
Petallia,Smokie,Jormuntide
Petallia,Smokie,Mammorest
Petallia,Gumoss,Reptyro
Petallia,Gumoss,Jormuntide Ignis
Petallia,Gumoss,Jormuntide
Petallia,Daedream,Braloha
Petallia,Daedream,Elizabee
Petallia,Daedream,Reptyro
Petallia,Daedream,Jormuntide Ignis
Petallia,Fuddler,Selyne
Petallia,Fuddler,Warsect
Petallia,Fuddler,Quivern Botan
Petallia,Fuddler,Braloha
Petallia,Fuddler,Elizabee
Petallia,Dazzi,Prixter
Petallia,Dazzi,Quivern
Petallia,Dazzi,Selyne
Petallia,Dazzi,Warsect
Petallia,Dazzi,Quivern Botan
Petallia,Dazzi,Braloha
Petallia,Ribbuny Botan,Pyrin
Petallia,Ribbuny Botan,Prixter
Petallia,Ribbuny Botan,Quivern
Petallia,Ribbuny Botan,Selyne
Petallia,Ribbuny Botan,Warsect
Petallia,Ribbuny Botan,Quivern Botan
Petallia,Mimog,Starryon
Petallia,Mimog,Pyrin
Petallia,Mimog,Prixter
Petallia,Mimog,Quivern
Petallia,Mimog,Selyne
Petallia,Gloopie,Faleris
Petallia,Gloopie,Starryon
Petallia,Gloopie,Pyrin
Petallia,Gloopie,Prixter
Petallia,Gloopie,Quivern
Petallia,Woolipop,Faleris
Petallia,Woolipop,Starryon
Petallia,Woolipop,Pyrin
Petallia,Woolipop,Prixter
Petallia,Nox,Ragnahawk
Petallia,Nox,Faleris
Petallia,Nox,Starryon
Petallia,Wixen,Azurmane
Petallia,Wixen,Mossanda Lux
Petallia,Rooby,Sweepa
Petallia,Rooby,Azurmane
Petallia,Rooby,Mossanda Lux
Petallia,Maraith,Sweepa
Petallia,Maraith,Azurmane
Petallia,Wixen Noct,Sweepa
Petallia,Wixen Noct,Azurmane
Petallia,Leezpunk Ignis,Nitewing
Petallia,Leezpunk Ignis,Sweepa
Petallia,Rushoar,Xenogard
Petallia,Rushoar,Mossanda
Petallia,Rushoar,Whalaska Ignis
Petallia,Rushoar,Nitewing
Petallia,Kikit,Kingpaca Cryst
Petallia,Kikit,Xenogard
Petallia,Kikit,Mossanda
Petallia,Kikit,Whalaska Ignis
Petallia,Kikit,Nitewing
Petallia,Leezpunk,Whalaska
Petallia,Leezpunk,Kingpaca Cryst
Petallia,Leezpunk,Xenogard
Petallia,Leezpunk,Mossanda
Petallia,Leezpunk,Whalaska Ignis
Petallia,Dazzi Noct,Sibelyx
Petallia,Dazzi Noct,Whalaska
Petallia,Dazzi Noct,Kingpaca Cryst
Petallia,Dazzi Noct,Xenogard
Petallia,Dazzi Noct,Mossanda
Petallia,Dazzi Noct,Whalaska Ignis
Petallia,Lunaris,Palumba
Petallia,Lunaris,Sibelyx
Petallia,Lunaris,Whalaska
Petallia,Lunaris,Kingpaca Cryst
Petallia,Lunaris,Xenogard
Petallia,Turtacle,Wumpo
Petallia,Turtacle,Palumba
Petallia,Turtacle,Sibelyx
Petallia,Turtacle,Whalaska
Petallia,Turtacle,Kingpaca Cryst
Petallia,Gobfin Ignis,Xenovader
Petallia,Gobfin Ignis,Wumpo
Petallia,Gobfin Ignis,Palumba
Petallia,Gobfin Ignis,Sibelyx
Petallia,Gobfin Ignis,Whalaska
Petallia,Gobfin,Kingpaca
Petallia,Gobfin,Xenovader
Petallia,Gobfin,Wumpo
Petallia,Gobfin,Palumba
Petallia,Cawgnito,Azurobe Cryst
Petallia,Cawgnito,Wumpo Botan
Petallia,Cawgnito,Kingpaca
Petallia,Cawgnito,Xenovader
Petallia,Beegarde,Penking Lux
Petallia,Beegarde,Cinnamoth
Petallia,Beegarde,Azurobe Cryst
Petallia,Beegarde,Wumpo Botan
Petallia,Turtacle Terra,Azurobe
Petallia,Turtacle Terra,Penking Lux
Petallia,Turtacle Terra,Cinnamoth
Petallia,Turtacle Terra,Azurobe Cryst
Petallia,Turtacle Terra,Wumpo Botan
Petallia,Direhowl,Gildane
Petallia,Direhowl,Ghangler Ignis
Petallia,Direhowl,Azurobe
Petallia,Direhowl,Penking Lux
Petallia,Direhowl,Cinnamoth
Petallia,Vaelet,Grintale
Petallia,Vaelet,Gildane
Petallia,Vaelet,Ghangler Ignis
Petallia,Vaelet,Azurobe
Petallia,Gorirat,Ghangler
Petallia,Gorirat,Penking
Petallia,Gorirat,Grintale
Petallia,Gorirat,Gildane
Petallia,Gorirat,Ghangler Ignis
Petallia,Galeclaw,Elphidran Aqua
Petallia,Galeclaw,Ghangler
Petallia,Galeclaw,Penking
Petallia,Gorirat Terra,Elphidran Aqua
Petallia,Gorirat Terra,Ghangler
Petallia,Gorirat Terra,Penking
Petallia,Robinquill,Sootseer
Petallia,Robinquill,Elphidran
Petallia,Robinquill,Elphidran Aqua
Petallia,Robinquill,Ghangler
Petallia,Felbat,Surfent Terra
Petallia,Felbat,Sootseer
Petallia,Felbat,Elphidran
Petallia,Robinquill Terra,Surfent
Petallia,Robinquill Terra,Surfent Terra
Petallia,Robinquill Terra,Sootseer
Petallia,Verdash,Anubis
Petallia,Verdash,Surfent
Petallia,Fenglope,Incineram Noct
Petallia,Fenglope,Anubis
Petallia,Loupmoon,Icelyn
Petallia,Yakumo,Vanwyrm Cryst
Petallia,Yakumo,Icelyn
Petallia,Lovander,Vanwyrm Cryst
Petallia,Lovander,Icelyn
Petallia,Caprity,Omascul
Petallia,Caprity,Vanwyrm Cryst
Petallia,Eikthyrdeer,Nyafia
Petallia,Eikthyrdeer,Bushi
Petallia,Eikthyrdeer,Omascul
Petallia,Mozzarina,Frostplume
Petallia,Mozzarina,Bushi Noct
Petallia,Mozzarina,Nyafia
Petallia,Mozzarina,Bushi
Petallia,Lullu,Vanwyrm
Petallia,Lullu,Frostplume
Petallia,Lullu,Bushi Noct
Petallia,Lullu,Nyafia
Petallia,Lullu,Bushi
Petallia,Eikthyrdeer Terra,Dogen
Petallia,Eikthyrdeer Terra,Vanwyrm
Petallia,Eikthyrdeer Terra,Frostplume
Petallia,Eikthyrdeer Terra,Bushi Noct
Petallia,Eikthyrdeer Terra,Nyafia
Petallia,Dumud,Blazehowl Noct
Petallia,Dumud,Dogen
Petallia,Dumud,Vanwyrm
Petallia,Dumud,Frostplume
Petallia,Dumud,Bushi Noct
Petallia,Melpaca,Dazemu
Petallia,Melpaca,Blazehowl Noct
Petallia,Melpaca,Dogen
Petallia,Melpaca,Vanwyrm
Petallia,Melpaca,Frostplume
Petallia,Reindrix,Univolt
Petallia,Reindrix,Dazemu
Petallia,Reindrix,Blazehowl Noct
Petallia,Reindrix,Dogen
Petallia,Celaray,Katress Ignis
Petallia,Celaray,Dazemu
Petallia,Broncherry,Nitemary
Petallia,Broncherry,Katress
Petallia,Broncherry,Katress Ignis
Petallia,Dumud Gild,Blazehowl
Petallia,Dumud Gild,Nitemary
Petallia,Dumud Gild,Katress
Petallia,Dumud Gild,Katress Ignis
Petallia,Caprity Noct,Blazehowl
Petallia,Caprity Noct,Nitemary
Petallia,Caprity Noct,Katress
Petallia,Caprity Noct,Katress Ignis
Petallia,Digtoise,Blazehowl
Petallia,Digtoise,Nitemary
Petallia,Digtoise,Katress
Petallia,Broncherry Aqua,Splatterina
Petallia,Broncherry Aqua,Shroomer
Petallia,Broncherry Aqua,Blazehowl
Petallia,Broncherry Aqua,Nitemary
Petallia,Fenglope Lux,Shroomer Noct
Petallia,Fenglope Lux,Splatterina
Petallia,Fenglope Lux,Shroomer
Petallia,Fenglope Lux,Blazehowl
Petallia,Kitsun,Kitsun Noct
Petallia,Kitsun,Shroomer Noct
Petallia,Kitsun,Splatterina
Petallia,Kitsun,Shroomer
Petallia,Celaray Lux,Kitsun Noct
Petallia,Celaray Lux,Shroomer Noct
Petallia,Celaray Lux,Splatterina
Petallia,Celaray Lux,Shroomer
Petallia,Tarantriss,Rayhound
Petallia,Tarantriss,Kitsun Noct
Petallia,Tarantriss,Shroomer Noct
Petallia,Tarantriss,Splatterina
Petallia,Tarantriss,Shroomer
Petallia,Dinossom,Polapup
Petallia,Dinossom,Kitsun Noct
Petallia,Dinossom,Shroomer Noct
Petallia,Dinossom,Splatterina
Petallia,Celesdir,Tombat
Petallia,Celesdir,Polapup
Petallia,Celesdir,Rayhound
Petallia,Celesdir,Kitsun Noct
Petallia,Celesdir,Shroomer Noct
Petallia,Dinossom Lux,Prunelia
Petallia,Dinossom Lux,Tombat
Petallia,Dinossom Lux,Polapup
Petallia,Dinossom Lux,Rayhound
Petallia,Dinossom Lux,Kitsun Noct
Petallia,Loupmoon Cryst,Foxcicle
Petallia,Loupmoon Cryst,Prunelia
Petallia,Loupmoon Cryst,Tombat
Petallia,Loupmoon Cryst,Polapup
Petallia,Loupmoon Cryst,Rayhound
Petallia,Chillet,Croajiro Noct
Petallia,Chillet,Foxcicle
Petallia,Chillet,Prunelia
Petallia,Chillet,Tombat
Petallia,Chillet,Polapup
Petallia,Croajiro,Croajiro Noct
Petallia,Croajiro,Foxcicle
Petallia,Croajiro,Prunelia
Petallia,Croajiro,Tombat
Petallia,Arsox,Croajiro Noct
Petallia,Arsox,Foxcicle
Petallia,Arsox,Prunelia
Petallia,Chillet Ignis,Croajiro Noct
Petallia,Chillet Ignis,Foxcicle
Petallia,Chillet Ignis,Prunelia
Petallia,Petallia,Petallia
Petallia,Petallia,Croajiro Noct
Reptyro,Nyafia,Bellanoir
Reptyro,Nyafia,Bellanoir Libero
Reptyro,Bushi,Blazamut
Reptyro,Bushi,Blazamut Ryu
Reptyro,Bushi,Bellanoir
Reptyro,Bushi,Bellanoir Libero
Reptyro,Omascul,Blazamut
Reptyro,Omascul,Blazamut Ryu
Reptyro,Omascul,Bellanoir
Reptyro,Omascul,Bellanoir Libero
Reptyro,Vanwyrm Cryst,Suzaku Aqua
Reptyro,Icelyn,Suzaku Aqua
Reptyro,Incineram,Shadowbeak
Reptyro,Incineram,Suzaku
Reptyro,Incineram Noct,Necromus
Reptyro,Incineram Noct,Shadowbeak
Reptyro,Anubis,Paladius
Reptyro,Anubis,Necromus
Reptyro,Surfent,Jetragon
Reptyro,Surfent,Neptilius
Reptyro,Surfent,Paladius
Reptyro,Surfent Terra,Frostallion Noct
Reptyro,Surfent Terra,Jetragon
Reptyro,Surfent Terra,Neptilius
Reptyro,Sootseer,Frostallion Noct
Reptyro,Sootseer,Jetragon
Reptyro,Sootseer,Neptilius
Reptyro,Elphidran,Frostallion Noct
Reptyro,Elphidran Aqua,Frostallion
Reptyro,Ghangler,Frostallion
Reptyro,Penking,Cryolinx
Reptyro,Penking,Frostallion
Reptyro,Grintale,Orserk
Reptyro,Grintale,Cryolinx
Reptyro,Gildane,Orserk
Reptyro,Gildane,Cryolinx
Reptyro,Ghangler Ignis,Orserk
Reptyro,Ghangler Ignis,Cryolinx
Reptyro,Azurobe,Astegon
Reptyro,Azurobe,Orserk
Reptyro,Penking Lux,Cryolinx Terra
Reptyro,Penking Lux,Astegon
Reptyro,Cinnamoth,Cryolinx Terra
Reptyro,Cinnamoth,Astegon
Reptyro,Azurobe Cryst,Bastigor
Reptyro,Azurobe Cryst,Cryolinx Terra
Reptyro,Wumpo Botan,Bastigor
Reptyro,Wumpo Botan,Cryolinx Terra
Reptyro,Kingpaca,Helzephyr Lux
Reptyro,Kingpaca,Bastigor
Reptyro,Xenovader,Helzephyr Lux
Reptyro,Xenovader,Bastigor
Reptyro,Wumpo,Helzephyr
Reptyro,Wumpo,Helzephyr Lux
Reptyro,Palumba,Helzephyr
Reptyro,Palumba,Helzephyr Lux
Reptyro,Sibelyx,Grizzbolt
Reptyro,Sibelyx,Helzephyr
Reptyro,Whalaska,Grizzbolt
Reptyro,Whalaska,Helzephyr
Reptyro,Kingpaca Cryst,Lyleen Noct
Reptyro,Kingpaca Cryst,Grizzbolt
Reptyro,Xenogard,Silvegis
Reptyro,Xenogard,Lyleen Noct
Reptyro,Xenogard,Grizzbolt
Reptyro,Mossanda,Beakon
Reptyro,Mossanda,Silvegis
Reptyro,Mossanda,Lyleen Noct
Reptyro,Whalaska Ignis,Beakon
Reptyro,Whalaska Ignis,Silvegis
Reptyro,Whalaska Ignis,Lyleen Noct
Reptyro,Nitewing,Reptyro Cryst
Reptyro,Nitewing,Beakon
Reptyro,Nitewing,Silvegis
Reptyro,Sweepa,Pyrin Noct
Reptyro,Sweepa,Reptyro Cryst
Reptyro,Azurmane,Lyleen
Reptyro,Azurmane,Menasting Terra
Reptyro,Azurmane,Faleris Aqua
Reptyro,Azurmane,Pyrin Noct
Reptyro,Mossanda Lux,Menasting
Reptyro,Mossanda Lux,Lyleen
Reptyro,Mossanda Lux,Menasting Terra
Reptyro,Mossanda Lux,Faleris Aqua
Reptyro,Ragnahawk,Relaxaurus Lux
Reptyro,Ragnahawk,Knocklem
Reptyro,Ragnahawk,Xenolord
Reptyro,Ragnahawk,Menasting
Reptyro,Faleris,Relaxaurus
Reptyro,Faleris,Warsect Terra
Reptyro,Faleris,Relaxaurus Lux
Reptyro,Faleris,Knocklem
Reptyro,Faleris,Xenolord
Reptyro,Starryon,Relaxaurus
Reptyro,Starryon,Warsect Terra
Reptyro,Starryon,Relaxaurus Lux
Reptyro,Pyrin,Mammorest Cryst
Reptyro,Pyrin,Relaxaurus
Reptyro,Pyrin,Warsect Terra
Reptyro,Prixter,Mammorest Cryst
Reptyro,Prixter,Relaxaurus
Reptyro,Quivern,Mammorest
Reptyro,Quivern,Mammorest Cryst
Reptyro,Selyne,Mammorest
Reptyro,Selyne,Mammorest Cryst
Reptyro,Warsect,Jormuntide
Reptyro,Warsect,Mammorest
Reptyro,Quivern Botan,Jormuntide
Reptyro,Quivern Botan,Mammorest
Reptyro,Braloha,Jormuntide Ignis
Reptyro,Braloha,Jormuntide
Reptyro,Braloha,Mammorest
Reptyro,Elizabee,Reptyro
Reptyro,Elizabee,Jormuntide Ignis
Reptyro,Elizabee,Jormuntide
Reptyro,Reptyro,Reptyro
Reptyro,Reptyro,Jormuntide Ignis
88B Reptyro Cryst,Foxcicle,Reptyro
88B Reptyro Cryst,Reptyro Cryst,Reptyro Cryst
Kingpaca,Yakumo,Bellanoir
Kingpaca,Yakumo,Bellanoir Libero
Kingpaca,Lovander,Bellanoir
Kingpaca,Lovander,Bellanoir Libero
Kingpaca,Caprity,Blazamut
Kingpaca,Caprity,Blazamut Ryu
Kingpaca,Caprity,Bellanoir
Kingpaca,Caprity,Bellanoir Libero
Kingpaca,Mozzarina,Suzaku Aqua
Kingpaca,Lullu,Suzaku Aqua
Kingpaca,Dumud,Suzaku
Kingpaca,Melpaca,Suzaku
Kingpaca,Reindrix,Shadowbeak
Kingpaca,Celaray,Necromus
Kingpaca,Broncherry,Paladius
Kingpaca,Dumud Gild,Jetragon
Kingpaca,Dumud Gild,Neptilius
Kingpaca,Dumud Gild,Paladius
Kingpaca,Caprity Noct,Jetragon
Kingpaca,Caprity Noct,Neptilius
Kingpaca,Caprity Noct,Paladius
Kingpaca,Digtoise,Jetragon
Kingpaca,Digtoise,Neptilius
Kingpaca,Broncherry Aqua,Frostallion Noct
Kingpaca,Fenglope Lux,Frostallion Noct
Kingpaca,Tarantriss,Frostallion
Kingpaca,Dinossom,Frostallion
Kingpaca,Celesdir,Cryolinx
Kingpaca,Celesdir,Frostallion
Kingpaca,Dinossom Lux,Cryolinx
Kingpaca,Loupmoon Cryst,Orserk
Kingpaca,Loupmoon Cryst,Cryolinx
Kingpaca,Chillet,Orserk
Kingpaca,Croajiro,Astegon
Kingpaca,Croajiro,Orserk
Kingpaca,Arsox,Astegon
Kingpaca,Chillet Ignis,Astegon
Kingpaca,Petallia,Cryolinx Terra
Kingpaca,Croajiro Noct,Helzephyr Lux
Kingpaca,Croajiro Noct,Bastigor
Kingpaca,Foxcicle,Helzephyr Lux
Kingpaca,Prunelia,Helzephyr
Kingpaca,Prunelia,Helzephyr Lux
Kingpaca,Tombat,Helzephyr
Kingpaca,Polapup,Grizzbolt
Kingpaca,Polapup,Helzephyr
Kingpaca,Rayhound,Grizzbolt
Kingpaca,Kitsun Noct,Lyleen Noct
Kingpaca,Kitsun Noct,Grizzbolt
Kingpaca,Shroomer Noct,Silvegis
Kingpaca,Shroomer Noct,Lyleen Noct
Kingpaca,Splatterina,Beakon
Kingpaca,Splatterina,Silvegis
Kingpaca,Splatterina,Lyleen Noct
Kingpaca,Shroomer,Beakon
Kingpaca,Shroomer,Silvegis
Kingpaca,Blazehowl,Reptyro Cryst
Kingpaca,Nitemary,Pyrin Noct
Kingpaca,Nitemary,Reptyro Cryst
Kingpaca,Katress,Faleris Aqua
Kingpaca,Katress,Pyrin Noct
Kingpaca,Katress Ignis,Lyleen
Kingpaca,Katress Ignis,Menasting Terra
Kingpaca,Katress Ignis,Faleris Aqua
Kingpaca,Univolt,Knocklem
Kingpaca,Univolt,Xenolord
Kingpaca,Univolt,Menasting
Kingpaca,Dazemu,Relaxaurus Lux
Kingpaca,Dazemu,Knocklem
Kingpaca,Dazemu,Xenolord
Kingpaca,Dazemu,Menasting
Kingpaca,Blazehowl Noct,Warsect Terra
Kingpaca,Blazehowl Noct,Relaxaurus Lux
Kingpaca,Blazehowl Noct,Knocklem
Kingpaca,Blazehowl Noct,Xenolord
Kingpaca,Dogen,Relaxaurus
Kingpaca,Dogen,Warsect Terra
Kingpaca,Dogen,Relaxaurus Lux
Kingpaca,Vanwyrm,Relaxaurus
Kingpaca,Vanwyrm,Warsect Terra
Kingpaca,Frostplume,Mammorest Cryst
Kingpaca,Frostplume,Relaxaurus
Kingpaca,Bushi Noct,Mammorest Cryst
Kingpaca,Nyafia,Mammorest
Kingpaca,Nyafia,Mammorest Cryst
Kingpaca,Bushi,Mammorest
Kingpaca,Omascul,Jormuntide Ignis
Kingpaca,Omascul,Jormuntide
Kingpaca,Vanwyrm Cryst,Reptyro
Kingpaca,Vanwyrm Cryst,Jormuntide Ignis
Kingpaca,Icelyn,Warsect
Kingpaca,Icelyn,Quivern Botan
Kingpaca,Icelyn,Braloha
Kingpaca,Icelyn,Elizabee
Kingpaca,Incineram,Prixter
Kingpaca,Incineram,Quivern
Kingpaca,Incineram,Selyne
Kingpaca,Incineram Noct,Starryon
Kingpaca,Incineram Noct,Pyrin
Kingpaca,Incineram Noct,Prixter
Kingpaca,Anubis,Faleris
Kingpaca,Anubis,Starryon
Kingpaca,Surfent,Ragnahawk
Kingpaca,Surfent Terra,Mossanda Lux
Kingpaca,Sootseer,Azurmane
Kingpaca,Sootseer,Mossanda Lux
Kingpaca,Elphidran,Azurmane
Kingpaca,Elphidran Aqua,Sweepa
Kingpaca,Ghangler,Nitewing
Kingpaca,Ghangler,Sweepa
Kingpaca,Penking,Nitewing
Kingpaca,Grintale,Xenogard
Kingpaca,Grintale,Mossanda
Kingpaca,Grintale,Whalaska Ignis
Kingpaca,Gildane,Kingpaca Cryst
Kingpaca,Gildane,Xenogard
Kingpaca,Gildane,Mossanda
Kingpaca,Gildane,Whalaska Ignis
Kingpaca,Ghangler Ignis,Kingpaca Cryst
Kingpaca,Ghangler Ignis,Xenogard
Kingpaca,Ghangler Ignis,Mossanda
Kingpaca,Ghangler Ignis,Whalaska Ignis
Kingpaca,Azurobe,Whalaska
Kingpaca,Azurobe,Kingpaca Cryst
Kingpaca,Azurobe,Xenogard
Kingpaca,Penking Lux,Palumba
Kingpaca,Penking Lux,Sibelyx
Kingpaca,Penking Lux,Whalaska
Kingpaca,Cinnamoth,Palumba
Kingpaca,Cinnamoth,Sibelyx
Kingpaca,Cinnamoth,Whalaska
Kingpaca,Azurobe Cryst,Xenovader
Kingpaca,Azurobe Cryst,Wumpo
Kingpaca,Azurobe Cryst,Palumba
Kingpaca,Wumpo Botan,Xenovader
Kingpaca,Wumpo Botan,Wumpo
Kingpaca,Wumpo Botan,Palumba
Kingpaca,Kingpaca,Kingpaca
Kingpaca,Kingpaca,Xenovader
89B Kingpaca Cryst,Reindrix,Kingpaca
89B Kingpaca Cryst,Kingpaca Cryst,Kingpaca Cryst
Mammorest,Icelyn,Bellanoir
Mammorest,Icelyn,Bellanoir Libero
Mammorest,Incineram,Blazamut
Mammorest,Incineram,Blazamut Ryu
Mammorest,Incineram,Bellanoir
Mammorest,Incineram,Bellanoir Libero
Mammorest,Incineram Noct,Blazamut
Mammorest,Incineram Noct,Blazamut Ryu
Mammorest,Incineram Noct,Bellanoir
Mammorest,Incineram Noct,Bellanoir Libero
Mammorest,Anubis,Suzaku Aqua
Mammorest,Surfent,Suzaku Aqua
Mammorest,Surfent Terra,Suzaku
Mammorest,Sootseer,Shadowbeak
Mammorest,Sootseer,Suzaku
Mammorest,Elphidran,Shadowbeak
Mammorest,Elphidran,Suzaku
Mammorest,Elphidran Aqua,Necromus
Mammorest,Elphidran Aqua,Shadowbeak
Mammorest,Ghangler,Paladius
Mammorest,Ghangler,Necromus
Mammorest,Ghangler,Shadowbeak
Mammorest,Penking,Paladius
Mammorest,Penking,Necromus
Mammorest,Grintale,Jetragon
Mammorest,Grintale,Neptilius
Mammorest,Grintale,Paladius
Mammorest,Gildane,Frostallion Noct
Mammorest,Gildane,Jetragon
Mammorest,Gildane,Neptilius
Mammorest,Gildane,Paladius
Mammorest,Ghangler Ignis,Frostallion Noct
Mammorest,Ghangler Ignis,Jetragon
Mammorest,Ghangler Ignis,Neptilius
Mammorest,Ghangler Ignis,Paladius
Mammorest,Azurobe,Frostallion Noct
Mammorest,Azurobe,Jetragon
Mammorest,Azurobe,Neptilius
Mammorest,Penking Lux,Frostallion Noct
Mammorest,Cinnamoth,Frostallion Noct
Mammorest,Azurobe Cryst,Frostallion
Mammorest,Wumpo Botan,Frostallion
Mammorest,Kingpaca,Cryolinx
Mammorest,Kingpaca,Frostallion
Mammorest,Xenovader,Orserk
Mammorest,Xenovader,Cryolinx
Mammorest,Xenovader,Frostallion
Mammorest,Wumpo,Orserk
Mammorest,Wumpo,Cryolinx
Mammorest,Palumba,Astegon
Mammorest,Palumba,Orserk
Mammorest,Palumba,Cryolinx
Mammorest,Sibelyx,Astegon
Mammorest,Sibelyx,Orserk
Mammorest,Whalaska,Cryolinx Terra
Mammorest,Whalaska,Astegon
Mammorest,Whalaska,Orserk
Mammorest,Kingpaca Cryst,Cryolinx Terra
Mammorest,Kingpaca Cryst,Astegon
Mammorest,Xenogard,Bastigor
Mammorest,Xenogard,Cryolinx Terra
Mammorest,Xenogard,Astegon
Mammorest,Mossanda,Bastigor
Mammorest,Mossanda,Cryolinx Terra
Mammorest,Whalaska Ignis,Bastigor
Mammorest,Whalaska Ignis,Cryolinx Terra
Mammorest,Nitewing,Helzephyr Lux
Mammorest,Nitewing,Bastigor
Mammorest,Sweepa,Helzephyr
Mammorest,Sweepa,Helzephyr Lux
Mammorest,Azurmane,Grizzbolt
Mammorest,Azurmane,Helzephyr
Mammorest,Mossanda Lux,Silvegis
Mammorest,Mossanda Lux,Lyleen Noct
Mammorest,Mossanda Lux,Grizzbolt
Mammorest,Ragnahawk,Beakon
Mammorest,Ragnahawk,Silvegis
Mammorest,Ragnahawk,Lyleen Noct
Mammorest,Faleris,Reptyro Cryst
Mammorest,Faleris,Beakon
Mammorest,Faleris,Silvegis
Mammorest,Starryon,Pyrin Noct
Mammorest,Starryon,Reptyro Cryst
Mammorest,Starryon,Beakon
Mammorest,Pyrin,Faleris Aqua
Mammorest,Pyrin,Pyrin Noct
Mammorest,Pyrin,Reptyro Cryst
Mammorest,Prixter,Lyleen
Mammorest,Prixter,Menasting Terra
Mammorest,Prixter,Faleris Aqua
Mammorest,Prixter,Pyrin Noct
Mammorest,Prixter,Reptyro Cryst
Mammorest,Quivern,Lyleen
Mammorest,Quivern,Menasting Terra
Mammorest,Quivern,Faleris Aqua
Mammorest,Quivern,Pyrin Noct
Mammorest,Selyne,Menasting
Mammorest,Selyne,Lyleen
Mammorest,Selyne,Menasting Terra
Mammorest,Selyne,Faleris Aqua
Mammorest,Selyne,Pyrin Noct
Mammorest,Warsect,Knocklem
